x,y,z
230.3715346630332,366.4834601007932,a
216.7283246275668,382.24195190558976,a
218.92304402811928,333.871166974086,a
256.38242361640323,367.5897694724648,a
257.31176483794263,364.443437010191,a
262.29429385752167,346.12087549597794,a
223.83506068074416,316.2367678181371,a
263.3058659110143,392.29706509850917,a
268.70383212099625,356.7508948846818,a
236.8558712081686,352.59922248005205,a
190.05453025111393,356.2084638219751,a
213.92990883806112,361.4700322488595,a
215.16950661260245,373.74882694292126,a
184.80239255512518,362.29575281997415,a
263.94866108279894,356.6028691065208,a
202.89329991049385,382.2316328785636,a
248.2359749370234,373.42971736875626,a
232.1566722519828,341.78551059506117,a
218.1486111773319,367.1179324816743,a
218.07769730415217,359.3568273108756,a
248.59433134654188,355.3915616823331,a
202.66678241919007,347.73238152067825,a
234.45348762700138,353.32996243877164,a
235.85061084130365,353.5055553740118,a
204.29488186767017,344.8189861453478,a
229.81802799591767,349.1407289109587,a
190.41374266411844,328.2255914362007,a
199.07922981047125,351.5639003218532,a
224.64558319002128,346.09676721405253,a
193.3175357880293,309.4318872240757,a
235.44957053630858,379.0421353037318,a
198.54021524763263,400.60321912311247,a
208.85642710032738,356.4103575008755,a
216.65518343854805,320.264641267676,a
188.97043226742397,304.6085499098604,a
223.56237569230618,332.8807675965742,a
153.64703520023602,385.4549122092914,a
198.2568019796516,360.28842140862275,a
206.14248680743822,313.9874657364653,a
197.05909482075387,353.4508404688893,a
203.0141914224696,334.26416306967326,a
225.4450675005331,358.29646941111145,a
231.8699428799746,350.94184764157876,a
166.82254125852046,360.89902401674635,a
183.55341854146786,365.3806507113491,a
184.24410266051626,320.1906254666419,a
219.7944323373645,345.45563654906596,a
188.83236881361515,345.9046149285863,a
209.92084136401633,356.5175330484606,a
240.76942414887824,337.40242781287594,a
175.75829354399175,322.6396015863505,a
183.47532029354687,302.65112410237424,a
206.5945987896982,357.82402305422374,a
210.80985192430637,336.3910622835143,a
175.8719953783243,298.71862277347964,a
224.00088187351,381.52082396936515,a
222.16902810905452,303.64721047736134,a
225.7905334273529,368.5365608884392,a
234.04725150619706,359.8186532568433,a
181.2836500096362,339.84400823120484,a
213.18015400956924,295.7108833656997,a
163.50953252274405,387.38304220353206,a
194.9678500501346,316.05151884613605,a
190.0464754310223,349.53611829586595,a
227.3101916725867,361.9893929647043,a
203.3418545068355,309.25654571058055,a
204.0126868004349,324.73490066196626,a
191.94950237782916,389.7321109157524,a
226.9863074102634,347.1010249681302,a
203.7998565417335,340.24383231640854,a
212.61031997394824,376.0523001911531,a
192.60875825694166,358.47994322140295,a
241.87723187166776,339.2974510093597,a
192.95742790176288,316.254021705948,a
217.05478648257537,342.170944150516,a
214.77070449220653,408.8324001660962,a
280.34619819531736,344.9529432669527,a
218.01634181010166,292.78920216613494,a
193.38919640938786,339.82622068303704,a
240.31508743464872,329.141742534924,a
203.19412383013696,323.38842112672637,a
204.7237344823932,338.7610760705693,a
210.42021181550894,300.2835503596681,a
187.4705478083252,348.12298422223114,a
236.2273225187569,349.09944202647046,a
236.48967008311106,334.34887198802494,a
209.74871647735225,333.9068865175888,a
196.13908094102118,337.9832193588006,a
260.2889156128129,285.0769604361334,a
231.3086275962274,359.63862455152184,a
340.2409639808116,436.26395487282764,b
299.05850266739674,431.8167159941309,b
337.3236073187887,398.2604129436683,b
320.8492633370377,397.5871097352369,b
296.6690010117604,375.10946273072875,b
285.0918838900459,415.4621845103808,b
319.70639073464605,415.5893940548509,b
315.1010167618277,448.40443539623664,b
259.0520549491962,402.8669029089051,b
338.37300446763044,440.0936913128971,b
267.8162326625213,457.4039135829076,b
265.76220146002055,449.4349310595841,b
252.60930461733057,391.1774426419297,b
253.04400781560392,437.09848614339376,b
297.1415860739659,426.17263258987117,b
292.3045334150831,431.525261764814,b
247.63704109347555,428.853737745387,b
317.84649160542017,446.4718223663575,b
325.55326332376586,420.1928633495484,b
307.6554287136382,443.14214076866216,b
329.8606667081544,391.55517078477203,b
354.490092239507,463.1326941669038,b
277.44573206881864,424.92658497321577,b
285.90341928601197,393.7663846910893,b
308.42960669316017,458.3561108651206,b
282.29688689766897,398.23983864487127,b
290.5170721096651,403.89465459667656,b
276.3645037925208,492.29393040978556,b
269.3915424634446,421.9611140971157,b
312.4947761684485,414.73187132773637,b
264.6594690211489,391.68137667840057,b
308.97253773652085,393.55626655720187,b
336.8046457943673,408.3903358246043,b
314.8500402562628,446.4296822427766,b
322.2618629490273,430.63460872973485,b
245.3293042875237,410.2022706381953,b
295.5434080082151,398.44888488510804,b
303.747905379003,421.1455797405516,b
277.99506915953185,439.99059817522016,b
257.93426538166585,445.75866932609057,b
329.089303213167,442.065857885045,b
284.1133825095413,453.581780075349,b
324.32155544497067,390.6166121639872,b
327.2785292621066,428.52884076935834,b
286.14193234907987,438.54710792855036,b
341.16039679368816,417.99384065890104,b
290.18444090665116,478.81575324954116,b
300.27595051390614,406.6697866524994,b
289.76591857448585,440.9880605756767,b
346.9795977874328,423.87961635775474,b
284.7295519814541,445.1790510906401,b
309.3491270298847,455.37610493793306,b
330.8236161276701,449.40007042193133,b
306.0386741869627,442.9476512274578,b
321.28198482949665,462.87821601609704,b
326.1021651616492,411.114696740084,b
311.3212031429778,401.73448094244264,b
319.2382143250632,451.5442739349229,b
367.58239548648936,398.4862321900789,b
352.92345825863123,429.51610636162195,b
371.24229482440575,411.0710508104962,b
369.7911908080782,470.59083534454794,b
334.82960072120727,425.3998865618364,b
369.4467488396051,412.3085959644593,b
377.6453165356602,418.2292226548142,b
371.27244053891883,455.8907415138432,b
348.59893141521326,462.9020623874955,b
381.07394954799076,412.63365019034114,b
354.3520026360288,444.3285298371924,b
344.0428884226669,418.0279204458987,b
303.8868425775878,409.4188886987712,b
395.8904004872461,418.3199656378122,b
363.2759686918047,448.1866866090762,b
370.13541121744674,404.1059487373178,b
384.6652343769468,457.20800917886726,b
369.9644361293155,418.9399650007671,b
393.36553454820154,416.0421292560203,b
357.8946193001134,426.66098255003726,b
375.6998564984762,469.4828762647316,b
359.28648560822927,397.2948750723541,b
350.1720194173731,440.4685417413656,b
376.04970604161434,419.20801417220497,b
355.471515644037,397.747795880427,b
336.88260777180466,401.93494590611897,b
329.65968144622946,425.4740395724286,b
378.098942744362,392.3768557573576,b
329.7464499366229,401.6450192260101,b
352.21257012304983,431.8163211135587,b
376.55008577154376,467.9728491112345,b
364.97210291132075,417.76731563052596,b
336.48924556488697,401.94124636734165,b
329.9295098841204,412.189430205848,b
404.7440518046347,448.18771306947195,b
383.2043482280885,404.245893364184,b
364.356246697431,429.38528436978083,b
328.7808138340598,362.0359196071183,b
343.50729973061385,426.98060756224265,b
336.32300065517506,394.49171386766375,b
315.1232059902335,426.2903178778413,b
327.48107206953694,414.7428679382129,b
336.67073668715557,450.6084262914366,b
345.1204463167412,408.92224072604716,b
323.0295206699127,440.3795893446541,b
322.85963039186254,396.8826255481811,b
255.4665890841317,447.9210731244937,b
355.38648180838135,441.8438537337428,b
315.575273472469,431.9661769798894,b
338.54349010350836,425.23494677697596,b
380.5425248856862,465.0138641846724,b
293.5961286225928,417.19537434706376,b
359.3840586895202,394.5366447557039,b
347.2351846287241,400.06622770436354,b
316.43357182839577,428.08577526777816,b
327.63994547956406,400.7966208382895,b
314.0173866018942,451.16239559135374,b
344.45928376046476,353.41757068956474,b
312.48963253620434,400.27692640550515,b
348.0875617094056,379.3052839831704,b
323.98244145954885,412.7311198806359,b
293.99525489612927,386.72448024858704,b
270.2470032974764,409.52243844792656,b
326.4511756772314,370.2737626143771,b
330.0953333377833,436.72289156124407,b
332.7175363037828,408.3238746711372,b
348.3451287209181,390.6622874053613,b
322.6448681729286,395.09157428450237,b
331.09382608569666,404.66559218417655,b
322.36341828342944,413.70827594747277,b
363.60367718581017,423.2079985714622,b
369.2206704074568,387.0126940749012,b
361.1132324488392,416.65213803904123,b
321.2814393267524,410.2276524287174,b
304.6632311785104,416.0778118983606,b
339.9222354788731,423.6950505589912,b
338.04564991000655,470.8998511432263,b
332.69432301225646,434.8946172490327,b
353.04180459486184,387.1479088161607,b
368.5570383647088,404.11100118243724,b
344.19877719594587,413.74182095516557,b
336.84333508484156,390.1739072822328,b
308.0005562171249,417.392121450121,b
360.04505569888687,460.89126095372194,b
322.39034796121405,386.49497200161596,b
354.53156059322686,434.8449694779607,b
362.90178919425824,419.37519148085323,b
314.00641402771095,414.855580712783,b
298.71095710565606,439.9384457291596,b
367.92113004632176,417.97044953730983,b
321.89409792478557,411.9557888824147,b
375.91997756787015,419.24147307135655,b
349.5041626350632,448.0883298459866,b
323.1099418787153,423.96173156775683,b
343.51251863899154,377.3759065215547,b
337.97335322405615,411.5324839336184,b
276.04077117959616,373.2510622442646,b
317.83285974299076,380.77089487568946,b
328.8476643958277,439.83901452849767,b
285.104837503204,418.0500060005219,b
349.9465140693868,383.25044713752726,b
343.1333365510951,377.87416546835993,b
339.4156869459532,431.2447304488379,b
366.5528862518403,388.3385896626318,b
362.7080110181907,410.04165220921584,b
322.6957401089855,402.7197328804564,b
340.6658996265985,425.1455358314092,b
357.38136424635644,453.1909231037082,b
341.0688264132747,417.9791078367151,b
360.8732690428871,391.7288225155163,b
309.55864063256814,390.2874626950147,b
254.49802615047037,433.9367008158906,b
332.58286184275215,415.7552866402647,b
328.2683662703685,426.101847879251,b
310.4256561254285,380.29390350064784,b
329.567634735042,408.1295174114995,b
357.66382246693433,401.49562752329393,b
335.56376543558986,379.1810019709972,b
331.9252050341372,390.35964715439286,b
350.837235896596,421.9540576935939,b
343.54669540688656,417.38366489495513,b
352.48593585170346,424.3899746452431,b
362.73376810203996,422.0090679517149,b
327.85426383415944,429.07404206526,b
317.6524999772911,442.50097598275073,b
345.28033577824095,411.2316447997126,b
355.6925297501867,454.0073671902586,b
371.1745021328578,422.48451204049763,b
345.544694835118,491.7257900510831,b
342.07879900522005,404.46638205224195,b
329.6902210555979,424.71031277370594,b
366.4264145264925,436.8100399872069,b
367.95649610485447,392.9568411553389,b
297.328707567418,380.57303830406295,b
336.0201141303041,408.02287759807075,b
324.2240817633047,406.4210641615827,b
407.6376600324957,393.60685861634073,b
330.5070637151709,396.0255438988886,b
358.98540851217984,444.88424856756063,b
336.7999765288156,411.72556700117934,b
312.111784709039,436.98666762188134,b
340.0252804370431,432.6410805257424,b
359.32648112030625,449.6678238342497,b
326.62866918457337,424.178956071411,b
340.9100867585133,429.4549068547374,b
349.4619963496524,373.9592866819009,b
300.2776201970457,450.42922055309333,b
320.6441713013375,425.5273883220519,b
205.7126220621608,251.114681474619,c
199.08615059336566,207.08305768085546,c
259.0855063997001,258.10111760895165,c
222.604798972155,221.73926659908454,c
218.6355822581019,223.98383758456617,c
205.40524548128877,240.35414693067895,c
188.76903475197972,233.86010805550904,c
243.6118637661418,257.2051215061183,c
264.7294564350188,206.19316985252442,c
258.8584425745304,249.09452873594086,c
299.6454079216857,228.37011762965585,c
202.6387884686323,287.75477744224577,c
268.60000554965524,266.50193465767757,c
308.84742093834586,253.1598622605678,c
312.51287678156444,223.55506323493273,c
292.31151020337137,225.80609250416484,c
279.09073425864574,268.14335552554076,c
249.4127867089013,237.25738174727553,c
254.18930663113176,242.87323695851745,c
287.7227018509395,170.00818232113863,c
276.28936757981074,232.96962592225026,c
273.2239703118696,226.98100689220507,c
247.54684013723505,249.1327082574858,c
238.1981646358824,252.31049621330322,c
278.17170951532313,244.76399524590443,c
277.8261388828033,218.58418287600193,c
288.7317117224125,168.1589156504299,c
253.7174783136332,214.02654887335143,c
268.03955030747136,203.6637715465746,c
253.38804111297566,224.77158176341902,c
290.7478365739841,216.41645080859956,c
267.4582857802691,229.29597660845917,c
257.437947327416,186.33017346734977,c
286.01128636710905,208.98808166739747,c
276.28167266561616,183.59550478032088,c
260.34428465258895,201.79745737425202,c
249.01898254061118,268.50453283024916,c
250.48264023934226,261.8537353383266,c
241.7460637908783,249.46174960917892,c
249.48900850796448,214.81494828339055,c
230.18337226150751,212.6373662316184,c
339.01405141020473,277.34448475260774,c
286.77429638112085,181.2277006285621,c
295.453030912675,175.83370594215057,c
287.07381581717976,227.66025258759328,c
230.136316285319,254.4191800071855,c
247.43848052189173,223.77253176306715,c
221.74978380637867,231.11246514973084,c
278.2198762277551,259.5050485092896,c
294.03350779772745,283.62372654971205,c
287.8878403318883,218.7011516167223,c
270.2483322699013,225.7269064786691,c
295.5726237371805,254.10852225879358,c
313.7447332039709,187.44566643469898,c
314.16872199137396,188.54880001259562,c
220.74505031596013,226.0401510198468,c
242.51981570287785,214.62399057947408,c
315.9909824345405,234.6124506735958,c
301.77799312539906,217.23664369655728,c
280.3669366713353,220.7088722562243,c
310.0917701911854,223.8386903964269,c
351.0680841714974,207.92980146678275,c
333.1451224253364,215.27973838653315,c
312.1841472736056,238.96948904812518,c
316.47485726388277,208.39780025844095,c
360.6471238545868,230.4842924027418,c
304.8816317207188,254.72141367605414,c
373.34105022906346,232.33711605397735,c
263.74777700613697,200.80941456478394,c
329.99751350870383,253.62712649131979,c
346.90322993194997,279.65208479186504,c
286.8398972347378,272.39588687261977,c
338.10867762446037,280.9691511101006,c
340.7919903636697,268.574226974637,c
352.75969593527446,251.56315416930923,c
367.96005138619023,296.50415603382345,c
359.21494346742725,260.679756068413,c
352.1350565043669,275.8359424056646,c
343.89253126310393,244.1858936812749,c
350.0993367493333,290.8673474953233,c
337.8222693921796,239.05439646730173,c
372.94199493823106,235.39707738114214,c
320.70443364539193,324.874079645908,d
339.66230936419953,322.9132354705746,d
335.6538898055486,351.04912763197035,d
324.70802574988886,330.17829893774285,d
313.49206736044135,316.03898139838986,d
343.08346954506277,338.3226984564845,d
345.88993616510726,345.4174848895262,d
355.7817160562286,305.5495505339659,d
338.35128905962716,299.6300650498574,d
345.77448371553686,321.7134244571246,d
349.1706969517005,306.24257129623606,d
324.06939387387365,298.4510033141622,d
300.7365101915176,267.61346983836864,d
352.79896961626696,316.9904133683732,d
375.01334790615607,287.75485528596676,d
353.43791917751787,314.360212929922,d
398.49660269623456,271.8094730907684,d
342.6563490992244,342.5230952703742,d
385.46845387566225,284.81216335446794,d
336.1134746864238,339.3230106071183,d
395.42630843071026,322.6364024371852,d
370.4008487678375,327.318775234019,d
397.7822400186343,299.3600201914645,d
368.7396940305768,357.04152846652175,d
422.06483815620993,310.0458650578921,d
375.24725993708057,325.15449262464796,d
399.3439906582464,321.6961834984303,d
373.84787899667015,302.3997029806722,d
362.10655524290553,314.35360282867305,d
373.86792597446964,320.2641047224202,d
399.7406584604448,339.4268302058503,d
396.35187016136587,309.9969409273756,d
359.7542489489747,317.9724464424419,d
382.8714335865058,299.81669397588246,d
395.088172417583,318.4262582236763,d
381.2488630002352,347.1355999266701,d
408.2336674704797,348.74015265726985,d
376.04275739198056,311.6208643614681,d
408.50982263206583,312.65977462279477,d
372.6644585853655,315.82747388582584,d
429.6204541016991,362.0377387584625,d
385.44523602964915,329.55609323080057,d
359.1121457519854,302.98232187460053,d
399.4672500345715,347.48690481572487,d
447.341324638124,315.6442405843468,d
385.434211079788,351.3150852907695,d
352.2866277535624,306.1479478675687,d
392.2226158029611,314.30427178061825,d
385.44521376781364,374.09604092359416,d
356.33158051651355,332.6774677211556,d
396.99237998812634,317.5609535752008,d
420.2956328148568,282.6834149084815,d
400.2186201907652,290.3328680543897,d
390.7166589739313,384.57182943251365,d
359.57306473403673,333.38320885996274,d
387.16180330335897,310.5881360515608,d
365.98298146335793,308.5743427900588,d
363.4900982423457,298.0923644347172,d
358.99167813180884,337.0132579264374,d
365.6782023823718,315.66957771923757,d
371.3711068632613,352.38808154370133,d
417.0166619071017,318.726564748593,d
359.17273005814576,325.8876157921969,d
420.8192092596407,324.08258629235013,d
360.14373541756135,334.5251078855322,d
377.98466395490584,365.30314152325974,d
374.9433224078442,329.31579943083074,d
403.75029759492963,340.8890171318698,d
421.63922184701863,330.056831824999,d
342.3173525379767,333.0209813314715,d
386.9290209097647,309.358630399749,d
420.4367470285049,328.98867577429644,d
408.6383764837535,322.018860866787,d
396.5463183324274,325.21179299985624,d
375.31008995730394,342.97499770097727,d
386.1498991850258,304.88483218728845,d
359.08867637033205,338.84358818728435,d
393.3037866296709,293.13909456526784,d
369.9509420804661,288.8126371207368,d
424.21011588437386,376.13832070368335,d
362.44365265677874,272.3746854416896,d
399.1249524523703,306.01112337056213,d
404.90641089186494,334.1292797094552,d
414.02810889204267,340.9606218480365,d
406.01503062603837,289.2936140525995,d
423.19061144815475,357.80800952563703,d
352.1507190415978,303.48073941375293,d
365.2185572809255,314.36948349242925,d
421.8107055398318,342.89464371129463,d
400.22268978195444,284.6063657810118,d
418.2798483179451,339.08151952025514,d
370.8342836716652,289.35919641908424,d
362.04101102811796,324.013233611048,d
383.5861843662248,325.96137975468486,d
319.02913079568657,363.7530784240365,d
290.06166701142064,322.38186075146564,d
405.6720218204962,313.07922046396214,d
379.0817516127443,332.0957058367475,d
403.89384300142046,337.53975754575265,d
393.486876050186,322.2586834846762,d
360.88058611193577,322.6991724443542,d
353.55225355759495,316.1646061536253,d
373.9204112773012,318.394208215224,d
368.7671937767107,302.04528371628,d
351.67100392629385,332.95872499332756,d
331.56271426369733,340.41853936827806,d
341.02228540383663,311.82709106340445,d
304.8845438006183,313.0213553749343,d
319.0624706127538,264.27356935221206,d
326.51410041319355,316.30553460991337,d
342.1837075007969,347.0067192919845,d
315.6424034712993,312.07045446240124,d
370.36770937894573,305.0041876525993,d
343.98155777053125,309.360037966383,d
289.5406324923922,288.5842623978459,d
402.87051189048293,299.14073181234755,d
323.95580307058884,288.25297398762,d
306.6700834478446,268.4400920030885,d
311.53519067908536,317.2059059104089,d
245.6936518062692,280.07412933483806,d
314.8638245103876,288.1641482501298,d
281.2135627212292,336.4870828547338,d
313.123334144453,284.88267741418144,d
283.24765993681496,315.9264350440601,d
292.01155717610135,286.95779098872276,d
284.73959941542375,277.8686440660347,d
299.7415191648382,293.82064278141735,d
316.3106534708257,259.7960067138513,d
317.4329417713054,268.24730534824073,d
306.94538746788623,310.4270496074482,d
293.86865634620875,244.85076729227896,d
321.4943199660498,290.88031815810484,d
307.02572590005883,317.8670214293717,d
318.07471833172883,252.90986790924188,d
360.7939888295773,231.88558544282716,d
288.96952000647804,243.5228604611213,d
354.24499144053965,240.09370101539292,d
349.4573598746787,248.5863485669111,d
339.3878471305917,276.3338340757307,d
352.9511805625806,271.80755221243055,d
357.2306051654435,279.56709942766173,d
320.7600559811901,257.55627990620286,d
383.9726337098321,256.0383927962607,d
354.9924661740403,266.87017878094645,d
374.19985750555503,272.5879687183661,d
371.86240390066314,209.16011855755005,d
355.93199692867773,225.88503239847466,d
388.86927850408125,265.6927789440298,d
381.2175552267793,245.7183999976872,d
371.76214671442904,281.7805816512342,d
374.1461200282077,232.08861717070783,d
385.2760089992976,238.21974134160757,d
342.84882511735304,237.65958642559724,d
335.5277492007181,277.4764029835168,d
358.01382770378746,256.35514415943976,d
323.67703355763484,292.6294000881916,d
358.8737775062028,280.1679820877902,d
366.6809701737458,250.75604790503235,d
340.47449699052356,217.04923732035996,d
336.43189045530187,305.2785989853,d
349.7634040802373,278.7266791280599,d
310.2878762804626,262.6928976913658,d
368.08056538151385,285.04667920117015,d
348.39141213881516,234.34524453797144,d
407.1276796451096,257.1898039516792,d
349.9093025527823,227.46556968728356,d
358.4829866516583,282.36042512407033,d
366.9120723738938,265.7271807903241,d
397.44358800465216,229.10421740021002,d
341.8674888606719,271.03107960089665,d
347.45587011056534,262.31138249345713,d
377.67502534183194,311.42183001910047,d
331.3696487393868,435.9225764309783,b
287.73475144959855,447.8282443790815,b
314.5181772371471,418.8197240981995,b
359.06602694039816,432.4033172567867,b
275.9909048575266,483.9114866912407,b
308.237633382449,416.26171668544237,b
351.47875559252293,459.51885668278396,b
370.81439540914835,468.1142732486242,b
371.1540456075915,482.50260245602334,b
354.98194373632293,457.149638800268,b
376.98273599531103,416.4943819645413,b
379.67799976040357,448.1885697242018,b
406.12274415362856,452.6098410448454,b
337.717113889548,455.91362253874667,b
361.9260530694046,445.61095489659346,b
378.6702705704761,451.12375047763345,b
340.1326578496089,440.3511534348974,b
339.5798282455934,487.7071570298379,b
332.3824312728037,426.5777969436373,b
292.0934309055998,434.57722353871293,b
357.60784191676527,422.54931038898184,b
361.51918187429834,434.255165360921,b
311.2176687833795,427.250386172962,b
350.98181687212656,426.3226066913757,b
326.34615203901666,453.0662547179431,b
391.08672052078407,447.58184253264056,b
353.0781159108662,408.54739465793705,b
363.801514832252,452.5201305132466,b
352.1509699075766,409.00571983054124,b
341.21808546312894,397.01561689063493,b
338.3335034510474,434.9182568394749,b
313.80467735194964,423.74101582654293,b
384.8596128335548,458.1434639680571,b
320.7693895843393,479.7120934201588,b
336.76858409238923,446.90754986870644,b
382.5321464561557,429.25081307537897,b
350.2206829389146,397.6209848957992,b
330.75890014036685,436.7359983439616,b
319.20024040448095,457.4981312046776,b
336.65728205848524,440.72720769372233,b
327.542258508334,394.86468655223837,b
271.374711452157,413.85297198938486,b
356.51268821925305,448.96314197701327,b
326.7299842116765,409.9159011717502,b
331.77773701745144,451.63749031236483,b
309.27704349218016,459.9527355256789,b
339.7919764160916,432.96023800888906,b
339.2068645496255,439.09114534276097,b
336.49384555543116,418.012592946496,b
335.0787790510756,414.8813326303774,b
343.7875729280179,412.0431497993288,b
337.2959449987937,429.88954541366076,b
315.6841242965165,450.7059986609837,b
330.74144077913076,419.8242650849505,b
351.45874680350465,394.74568727407063,b
360.9173138805261,432.65155543889597,b
334.46792776451053,467.476296378117,b
347.10475675893264,414.9130920408715,b
309.62580001665987,388.008708723969,b
345.49328585112136,475.954225867803,b
344.75942662912826,391.6163011159791,b
368.7818278043345,390.2938068330965,b
392.9075250259079,461.8126492405095,b
372.921581389483,428.4064360135185,b
336.87988896337686,420.48480499763195,b
359.0048743997926,538.7321823834758,b
371.97369325524534,444.35620632366516,b
343.1498365388136,442.7593664288985,b
381.48496066471273,389.6536261381124,b
324.82461766690534,437.80341671177086,b
325.1257144695441,419.6157161645976,b
356.5442835643412,414.53434432667717,b
344.6366978984203,450.5236188508821,b
364.07841515156247,471.41081346122803,b
342.4448142654515,446.2440523059277,b
373.6273402992826,404.48938553880737,b
331.41939062219575,412.93670998090136,b
401.03641027948976,468.7773538789444,b
340.5779361220262,423.4871966669732,b
283.3716860697801,445.9512541779717,b
374.0779562192132,390.47626369070724,b
306.5162534280177,414.9454596579582,b
352.91421399129274,393.7805517820328,b
378.70567972997026,423.67907834781386,b
357.0888921821933,430.99436110023385,b
311.7088004354737,451.0959383231664,b
386.6389083904368,420.1842462066163,b
331.4625480414932,426.80134345722854,b
360.63856772260004,404.8131594259436,b
321.0644381807557,438.2395013790545,b
368.97348806134863,443.32543870935524,b
325.4005772771511,444.9282271968451,b
347.8030322672721,408.3674091979178,b
307.81979879074686,423.89809935445714,b
324.8426237892077,426.68704589793913,b
308.7658825775233,401.7232966657634,b
316.54356249193154,431.3976273230206,b
367.14762920029284,437.8450731934677,b
311.8378890943714,397.79349185012575,b
307.39178844840694,428.0526134983382,b
331.8874547510854,436.5767814898184,b
345.4497237472814,414.19037176349696,b
359.60960399480433,490.50520193164346,b
314.2182536709561,427.12602382797775,b
324.565996227438,407.6057040594685,b
365.5781029551972,383.19372780257174,b
375.8973536679091,467.0959159949134,b
331.13421431881744,416.2824305687841,b
334.5402262481966,444.541954031063,b
328.3196891575947,409.2193122531651,b
210.92313106598772,343.6914142010329,a
216.60322325036782,352.7907074390671,a
161.41971443146434,358.5549586088855,a
208.24855611075003,324.84476498537447,a
226.35367833954302,387.8121918615575,a
