X1,X2,X3,X4,X5,X6,X7,X8,X9,Y,A
120,24.196493791088386,80,1,0,0,1,1,1,1,1
130,23.529411764705884,80,1,0,0,3,1,3,1,1
120,23.437499999999996,80,1,0,0,1,0,1,0,0
170,25.711662075298435,100,1,0,0,1,0,1,1,1
140,24.221453287197235,90,1,0,0,1,1,1,1,1
150,24.977043158861335,80,1,0,0,2,0,1,1,1
140,33.320517749583495,90,1,0,0,2,1,1,1,1
120,22.40817898532965,80,1,0,0,3,1,1,1,1
120,31.77393185505679,80,2,0,0,2,1,1,0,1
120,21.604938271604937,80,1,0,0,2,1,2,1,1
110,23.233456176894723,80,1,0,0,1,1,1,0,1
120,25.854639471416256,63,1,0,0,1,1,1,0,1
120,23.87543252595156,80,2,1,1,1,1,1,0,1
120,20.761245674740486,80,1,0,0,1,1,1,0,1
110,33.51458568448412,90,2,0,0,1,1,1,1,1
110,26.91272587466359,70,1,0,0,2,1,1,0,1
120,23.87511478420569,80,2,0,0,1,1,1,1,1
130,24.441802087462015,80,2,1,0,3,1,1,1,1
120,22.826880934989045,80,1,0,0,2,1,1,0,1
150,30.80124869927159,90,1,0,0,2,1,1,1,1
120,20.690494543389182,80,2,1,0,1,1,1,0,1
120,19.257028815517668,80,2,1,0,1,1,1,0,1
140,17.306122448979593,80,2,1,0,1,1,1,1,1
90,24.609733700642785,60,1,0,0,1,1,1,0,1
120,22.6421929718633,80,2,0,0,1,1,1,0,0
110,23.80869017191275,80,2,1,0,1,1,1,0,1
110,18.591130340724717,80,1,0,0,1,1,1,0,0
140,22.481329065691202,90,2,1,0,2,1,1,1,1
120,27.465303140978815,80,2,0,0,1,1,1,0,0
140,23.624447492760247,80,1,0,0,3,1,1,1,1
120,29.065926806711587,80,2,0,0,2,0,2,0,1
140,34.86570247933884,90,1,0,0,1,0,1,0,1
120,24.280975342840534,80,2,0,0,1,1,1,0,1
120,25.381468541909282,80,2,0,0,1,1,1,0,0
110,23.18339100346021,70,1,0,0,1,0,1,0,1
120,25.711662075298435,80,1,0,0,1,1,1,1,1
120,23.233456176894723,80,1,0,0,1,0,1,0,1
150,28.326580372189753,100,1,0,0,2,1,1,1,0
140,22.862534475250396,90,2,0,0,1,1,1,1,1
120,22.313278429145196,80,1,0,0,1,1,2,1,1
120,23.030045351473927,80,1,0,0,1,1,1,1,1
110,24.654832347140037,70,2,1,0,1,1,1,0,1
120,26.23355580417422,70,1,1,0,3,1,3,1,1
100,27.471707127713575,70,2,0,0,1,1,1,0,0
80,20.9572742022715,70,2,0,0,1,1,1,0,1
150,26.25958474843318,100,2,0,0,1,1,1,1,1
125,22.54657648036074,70,1,0,0,1,0,1,1,1
140,40.009144947416544,90,1,0,0,3,0,1,1,1
110,26.986001011975038,65,1,0,0,1,1,1,0,1
120,32.871972318339104,70,2,0,0,1,1,1,0,1
120,24.3910588392529,80,2,0,0,1,1,1,1,1
150,34.37499999999999,100,1,0,0,1,0,1,1,1
140,24.38237297859371,90,2,0,0,1,1,1,1,1
120,28.040378144528116,80,1,0,0,1,1,1,1,1
120,24.910767400356928,80,1,0,0,1,1,1,1,1
120,21.192742415229027,80,1,0,0,2,1,1,0,1
160,28.398718000730252,100,1,0,0,3,0,1,1,1
130,33.247876942797625,80,1,0,0,1,1,2,1,1
160,25.711662075298435,90,1,0,0,1,1,1,1,0
120,95.22160664819944,80,2,0,0,1,1,1,0,1
120,26.709401709401707,80,1,0,0,1,1,1,0,1
110,25.40281608361155,70,2,1,0,1,1,1,0,0
120,24.092970521541954,79,1,0,0,1,1,1,1,0
160,29.26334020126011,1100,2,1,0,1,1,2,1,1
130,22.758306781975424,80,2,0,0,1,0,1,0,1
180,24.489795918367346,100,2,1,1,3,1,1,1,1
120,25.510204081632658,80,2,0,0,3,1,1,1,1
130,25.05930702662969,80,2,1,1,2,0,1,0,1
110,23.66691015339664,70,2,0,0,1,1,1,1,1
120,27.025809648214047,80,1,0,0,1,0,1,0,1
150,23.529411764705884,100,2,0,0,1,1,1,1,1
120,27.639801313892,80,1,0,0,1,1,1,0,1
130,27.777777777777775,80,2,1,0,1,1,1,1,1
120,25.63116749967961,70,1,0,0,1,0,1,0,1
120,22.49134948096886,80,1,0,0,1,1,1,1,1
120,28.373702422145332,80,2,0,0,1,1,1,0,1
160,24.341758286340216,1000,2,0,0,2,0,1,1,1
140,24.65590961580475,80,2,0,0,1,1,1,1,1
120,23.61275088547816,70,1,0,0,1,1,1,0,0
150,25.14860539551897,100,2,1,0,3,0,1,1,1
140,32.79194475521777,90,1,0,0,2,1,1,1,1
120,24.675500270416443,80,2,1,0,1,0,1,0,0
120,24.609374999999996,70,1,0,0,1,1,1,0,1
160,21.230572023714146,90,2,0,0,1,1,1,0,1
120,30.251934140051578,80,1,0,0,1,1,1,0,1
130,34.76562499999999,80,2,0,0,1,1,1,1,1
120,31.24876389383331,80,1,0,0,1,1,1,0,1
120,22.857142857142858,80,1,0,0,1,1,1,0,1
120,38.21499013806706,80,1,0,0,3,1,1,1,1
120,24.44727891156463,80,1,0,0,1,1,1,0,0
150,29.40778799351001,100,1,0,0,3,1,1,1,1
140,31.244992789617044,80,1,0,0,2,1,1,0,1
140,31.14186851211073,90,1,0,0,1,1,1,1,1
120,27.776706145596233,80,1,0,0,1,1,1,1,1
120,36.7309458218549,80,1,0,0,1,1,1,0,1
140,36.888888888888886,800,1,0,0,1,1,1,1,1
140,41.32231404958678,90,1,0,0,2,1,1,0,1
120,21.484374999999996,80,1,0,0,1,1,1,1,1
130,29.384756657483923,90,1,0,0,1,1,1,1,1
160,22.76943835385394,90,1,0,0,1,1,1,1,1
120,29.77777777777778,80,1,0,0,3,0,3,1,1
110,20.932120124738347,60,1,0,0,1,1,1,0,1
150,42.240587695133144,100,1,0,0,1,1,1,1,1
140,34.76562499999999,90,1,0,0,2,0,2,0,1
130,23.87543252595156,90,2,0,0,1,1,1,1,1
100,29.761904761904766,60,2,1,0,1,1,1,0,0
120,22.52150804017837,80,1,0,0,2,0,2,0,1
140,21.048047612135285,80,1,0,0,1,0,1,1,1
140,28.19692120103642,100,1,0,0,2,1,1,0,0
120,24.61810377477591,80,2,0,0,1,0,1,0,1
150,32.45567771512029,90,1,0,0,3,1,1,1,1
120,23.80869017191275,80,1,0,0,1,0,1,1,1
100,24.508945765204302,70,1,0,0,1,0,1,1,1
120,24.444444444444443,70,1,0,0,1,0,1,0,0
110,33.62208773387128,70,2,0,0,1,1,2,1,1
160,31.16343490304709,90,1,0,0,3,1,1,1,1
110,29.687499999999993,80,1,0,0,1,0,1,0,1
120,37.5776274672679,80,1,0,0,1,1,1,1,1
140,26.47210743801653,90,2,0,0,3,1,1,1,1
150,27.055150884495315,80,1,0,0,2,1,1,1,1
110,25.593737061989533,80,2,0,0,1,0,1,0,1
120,39.7923875432526,80,2,0,0,2,1,2,0,1
135,39.95095130730588,90,1,0,0,2,0,1,1,1
110,24.464601603372348,80,1,0,0,1,1,1,1,1
140,25.224089004999776,90,1,0,0,1,1,1,1,1
120,26.14268848035082,80,1,0,0,1,1,1,1,1
140,31.24876389383331,90,1,0,0,2,1,2,1,1
140,25.558846200657225,90,1,0,0,2,1,1,1,1
170,23.372576177285318,80,1,0,0,1,1,1,1,1
120,22.432302515622492,80,1,0,0,1,1,1,0,1
110,26.29757785467128,70,2,0,0,1,1,1,0,1
170,26.609712545078956,110,2,0,0,1,0,1,1,1
130,23.38868655818771,70,2,1,1,2,1,1,0,1
150,27.343749999999996,90,1,0,0,1,1,1,1,1
140,28.40054796351365,80,2,0,0,3,1,1,1,1
130,25.816630212628635,80,2,1,0,1,0,1,0,1
120,25.24933720489837,80,1,0,0,1,1,1,1,1
120,20.312499999999996,80,2,0,0,1,1,1,0,1
150,25.3069320474676,80,2,1,0,3,1,3,1,1
120,30.67932797662527,80,2,0,0,1,0,1,1,1
130,30.218857788223804,90,2,0,0,1,1,1,1,1
120,40.56959714390036,80,1,0,0,1,1,1,1,1
110,23.437499999999996,70,2,0,0,1,1,1,0,1
120,28.30599506459573,80,1,0,0,1,1,1,1,1
120,33.15043438500228,80,1,0,0,1,1,1,0,1
110,38.104224125417325,70,1,0,0,1,1,1,0,1
110,24.158817968558527,80,1,0,0,1,1,1,0,1
110,28.93406890166274,70,1,0,0,1,1,1,0,0
140,32.987916382803256,80,2,0,0,1,1,1,1,1
120,23.87511478420569,79,1,0,0,1,0,1,1,1
120,20.5456936226167,70,1,0,0,1,1,3,1,1
110,29.242108636436463,70,1,0,0,1,1,2,0,1
120,23.529411764705884,80,1,0,0,1,1,1,0,1
170,34.94809688581315,90,2,0,0,1,1,1,1,1
140,29.744199881023196,90,1,0,0,1,1,1,1,1
100,20.17325264032277,70,1,0,0,1,1,1,0,1
140,22.773186409550043,80,1,0,0,1,1,1,1,0
120,22.49134948096886,80,1,0,0,1,1,1,0,1
160,33.05785123966941,100,1,0,0,1,0,1,1,1
120,29.069767441860467,80,2,0,0,1,1,1,0,1
135,26.533758829646096,90,1,0,0,1,1,1,0,1
140,20.808561236623067,90,2,1,0,1,1,1,0,1
150,22.6643598615917,80,2,1,0,1,1,1,1,1
120,32.889188733344575,80,1,0,0,1,1,1,0,1
160,20.33832644628099,1000,1,0,0,2,0,2,1,1
110,22.656249999999996,70,2,0,0,1,1,1,0,0
120,33.20312499999999,80,2,0,1,1,1,1,0,0
170,26.562499999999996,90,2,0,0,1,0,1,1,1
150,23.437499999999996,90,1,0,0,1,1,3,1,1
120,30.110990511536716,80,2,0,0,1,0,1,0,0
100,21.719250114311837,80,1,0,0,2,1,1,0,1
140,33.07828527515119,80,1,0,0,2,1,2,1,1
130,27.343749999999996,100,1,0,0,3,1,1,1,1
120,57.60882794433851,80,1,0,0,1,1,1,1,1
120,38.36873541394723,80,1,0,0,1,1,3,0,1
120,23.529411764705884,80,1,0,0,1,1,1,0,0
160,27.47252747252747,90,2,0,0,3,1,1,1,1
130,25.711662075298435,70,1,0,0,1,1,1,0,1
120,35.154137371552196,80,1,0,0,1,1,1,1,1
120,28.027681660899656,79,1,0,0,1,1,1,0,0
140,34.15415753078091,1000,1,0,0,2,1,1,1,1
120,29.06122448979592,80,2,0,0,1,1,1,0,1
150,28.734672057202044,89,2,0,0,2,0,1,1,1
140,27.74474831549742,80,2,0,0,1,1,1,0,1
125,31.624219935908247,70,1,0,0,1,1,1,0,1
160,26.122448979591837,90,1,0,0,1,1,1,1,1
140,29.475842624631554,80,1,0,0,3,1,3,1,1
120,27.755102040816325,80,2,0,0,1,1,1,1,0
90,24.654832347140037,60,1,0,0,1,1,1,0,0
120,24.508945765204302,80,2,0,0,3,1,3,1,1
180,29.242108636436463,100,1,0,0,3,1,1,1,1
110,28.30599506459573,70,2,0,0,1,1,1,0,1
100,25.970115548195263,70,1,0,0,1,1,1,0,1
122,23.87511478420569,80,1,0,0,1,0,3,1,1
120,32.075912994086,80,2,0,0,1,1,1,1,1
130,21.219135802469136,80,1,0,0,1,1,1,0,1
120,29.065743944636683,70,2,0,0,1,1,1,0,1
120,25.510204081632658,70,2,0,0,1,1,1,0,0
120,24.816326530612244,80,1,0,1,1,1,1,1,1
120,24.740937287102444,80,1,0,0,1,1,1,0,1
130,30.461118308182492,80,2,0,0,1,1,1,0,1
160,25.765713456234575,90,1,0,0,1,1,1,1,1
120,32.42187499999999,80,1,0,0,3,1,3,1,1
120,32.660763536072,80,2,0,0,1,1,1,0,0
140,22.656249999999996,80,1,0,0,1,1,1,1,1
120,28.906249999999993,80,1,0,0,1,1,1,0,1
130,31.073540713020815,80,2,1,0,1,1,1,0,1
160,23.99945916711736,120,2,1,1,3,0,3,1,0
120,27.239224483255885,80,1,0,0,1,0,1,0,1
120,29.642685467072578,80,1,0,0,2,0,2,0,1
120,23.87543252595156,80,2,0,0,1,0,1,1,0
150,23.437499999999996,90,2,0,0,1,0,1,1,1
120,33.64845377343374,80,1,0,0,2,1,2,1,1
120,26.573129251700685,80,2,0,0,1,1,1,0,0
140,25.217358575783805,80,1,0,0,1,0,1,1,1
120,25.969529085872576,80,1,0,0,1,1,1,0,1
120,20.449137418203446,80,1,0,0,1,1,1,1,1
140,27.848794740686635,90,1,0,0,3,1,3,0,1
80,18.97357582488778,50,1,0,0,1,1,1,0,1
150,30.116002379535985,90,2,0,0,2,1,2,1,1
120,25.3069320474676,80,2,1,1,1,1,1,0,0
120,27.968016063681024,80,1,0,0,1,1,1,1,1
120,28.19692120103642,80,1,0,0,2,1,2,0,1
90,20.82999519307803,60,2,1,0,1,0,1,0,1
120,62.07529843893479,80,2,0,0,1,1,1,0,1
130,40.13840830449828,70,1,0,0,1,1,1,0,1
120,28.452932098765434,80,1,0,0,2,1,2,1,1
140,21.224489795918366,80,2,0,0,1,0,1,1,1
150,40.64887651021867,100,1,0,0,3,1,3,1,1
120,33.91251333638164,80,1,0,0,1,1,1,0,1
140,30.468749999999993,90,2,0,0,1,1,1,0,1
130,27.885187388459247,90,1,0,0,2,1,1,1,1
150,31.975014872099937,100,1,0,0,1,0,1,1,1
110,30.863035868869733,70,1,0,0,1,1,1,0,0
120,27.94214332675871,80,1,0,0,3,1,3,1,1
120,27.555555555555557,80,1,0,0,1,1,1,0,1
120,24.489795918367346,80,1,0,0,1,1,1,1,1
110,27.885187388459247,70,1,0,0,1,1,1,0,0
140,36.160420775805385,80,1,0,0,1,1,1,1,1
120,28.44095497516423,80,1,0,0,1,1,1,1,1
120,38.135421315266335,80,1,0,0,2,1,1,0,1
140,28.720083246618103,90,1,0,0,2,1,1,0,1
130,26.672763298277697,70,2,1,1,1,1,1,1,1
120,24.801587301587304,80,1,0,0,2,0,2,1,1
130,28.228386465429633,80,1,0,0,1,1,1,1,1
120,26.34649403440099,70,1,0,0,3,0,3,1,1
100,18.590124925639497,60,1,1,0,1,1,1,0,1
110,32.89333162458883,70,1,0,0,1,1,1,0,1
110,22.600262984878366,60,1,0,0,1,1,1,0,1
140,39.036817882971725,90,1,0,0,3,1,2,1,1
150,26.989619377162633,80,2,0,0,3,1,1,1,1
120,27.776706145596233,80,1,0,0,3,1,1,1,1
170,28.040378144528116,90,1,0,0,3,0,1,1,1
150,29.21010994360826,30,1,0,0,1,1,1,1,1
120,31.975014872099937,80,1,0,0,3,1,3,1,1
160,28.515624999999993,90,1,0,0,3,1,3,1,1
130,34.01764170721095,90,1,0,0,1,1,1,0,1
130,35.43667123914037,80,1,0,0,1,1,1,1,1
169,34.889853543754306,109,1,0,0,3,1,1,1,1
140,23.50780532598714,90,1,0,0,2,1,1,1,1
120,27.47252747252747,80,2,1,0,1,1,1,0,1
150,32.046146450889275,80,1,0,0,1,1,1,1,1
120,21.484374999999996,80,1,0,0,1,0,1,0,1
110,21.230572023714146,70,1,0,0,1,1,1,0,1
160,30.407626561472714,90,1,0,0,1,1,1,1,1
120,25.344352617079885,80,1,0,0,1,0,1,0,1
120,29.000594883997614,80,2,0,0,3,1,3,0,1
110,17.263544536271805,80,1,0,0,1,1,2,0,1
140,24.218749999999996,90,1,0,0,1,1,1,1,1
140,30.668904958677686,90,2,0,0,2,0,2,1,1
130,57.81015146259683,70,1,0,0,1,0,1,0,1
130,26.037493991347535,80,1,0,0,1,0,1,0,1
180,25.925925925925924,90,2,0,0,3,1,3,1,1
120,33.694937541091385,70,1,0,0,1,1,1,1,1
126,20.224087887394276,84,2,0,0,1,1,3,0,1
120,21.82995219993225,80,1,0,0,1,1,1,0,1
100,30.542829376648623,70,1,0,0,1,1,1,0,1
120,28.081632653061224,80,2,1,1,1,0,1,0,1
110,32.00731595793324,90,1,0,0,1,1,1,1,1
90,26.533758829646096,60,1,0,0,1,1,1,0,1
160,25.53544639152223,90,2,0,0,2,1,1,1,1
160,37.87400580734756,90,2,0,0,1,1,3,1,1
120,24.654832347140037,90,1,0,0,1,1,1,0,1
140,28.515624999999993,90,1,0,0,2,1,1,1,1
130,25.3069320474676,80,1,0,0,1,1,2,0,1
120,26.672763298277697,80,1,0,0,1,1,3,1,1
120,22.758306781975424,80,1,0,0,1,0,1,0,0
120,21.872422819032593,80,2,0,0,1,1,1,1,1
130,30.864197530864196,90,2,0,0,3,1,1,1,1
110,29.43213296398892,70,1,0,0,1,1,1,1,1
130,21.641274238227147,80,1,0,0,1,1,1,1,1
120,21.093749999999996,80,1,0,0,1,1,1,1,1
120,29.270994027135,70,2,0,0,1,0,1,0,0
120,31.63739669421488,80,2,0,0,1,1,1,0,1
150,27.343749999999996,80,1,0,0,1,1,1,1,1
160,25.558846200657225,90,2,0,0,1,1,1,1,1
120,21.367521367521366,80,2,0,0,1,0,1,1,1
120,30.040816326530614,80,2,1,1,3,1,1,1,1
160,26.298487836949374,90,1,0,0,1,1,1,0,1
120,35.56394251705618,80,1,0,0,1,1,1,0,0
120,32.38835543362292,70,1,0,0,3,1,3,1,1
120,18.612244897959183,80,2,0,0,1,1,1,0,1
120,26.365603028664147,80,1,0,0,1,1,1,1,1
130,23.529411764705884,90,1,0,0,1,0,1,1,1
140,27.343749999999996,90,1,0,0,3,1,3,1,1
120,27.548209366391177,80,2,1,0,1,1,1,0,1
110,20.077334919690657,90,1,0,0,1,1,1,0,1
140,30.094730002393902,90,2,0,0,2,1,2,1,0
150,42.22222222222222,1033,1,0,0,1,1,1,1,0
120,26.709401709401707,150,1,0,0,2,1,1,0,1
120,24.977043158861335,80,1,0,0,1,1,1,0,1
140,25.282569898869717,100,2,0,1,1,1,1,1,1
120,25.969529085872576,60,1,0,0,1,1,1,0,1
120,33.79247015610651,80,1,0,0,2,1,1,1,1
120,34.94809688581315,80,1,0,0,1,1,1,1,1
170,39.95095130730588,90,1,0,0,1,1,1,1,1
160,34.449607434705975,50,1,0,0,2,1,3,1,1
120,27.74474831549742,80,1,0,0,1,0,1,0,0
120,27.141582391433666,80,1,0,0,1,0,1,0,1
120,29.296874999999993,80,1,0,0,1,1,1,0,1
110,17.577068685776098,70,1,0,0,2,1,1,0,0
130,33.20312499999999,90,2,1,0,2,0,1,1,1
110,27.639801313892,80,1,0,1,1,1,3,0,0
110,28.228978666296452,80,1,0,0,1,1,1,0,1
180,26.175194521137367,80,2,0,0,3,0,3,1,1
120,31.14186851211073,80,1,0,0,1,1,1,0,1
180,27.92666996982118,110,1,0,0,2,1,1,1,1
120,28.344671201814062,80,1,0,0,1,1,1,0,1
120,26.897670187097027,80,1,0,0,1,1,1,1,1
140,23.9188302920412,80,1,0,0,2,1,2,0,1
120,39.111111111111114,80,1,0,0,1,1,1,0,1
160,51.31353887987369,90,1,0,0,2,0,1,1,1
